title,stars,mainTag,subTag,text,BodyRightText
다이아몬드 호텔 제주,,#호텔 #숙소 #모텔,#주차장 #공공와이파이존 #교통 #물품보관서비스 #무장애여행 #엘리베이터 #체험 #무장애관광,"공항과 2km거리, 면세점, 병원, 카지노 등 편리한 위치에 있는 호텔이다. 공항과 가깝다는 장점이 있으며 주변이 번화가이기 때문에 편의시설을 도보로 이용할 수 있다. 1인 출장객이나 이른아침에 비행하는 여행객들이 잠시 머물기에 적합한 숙소이다. 객실에는 무료로 삼다수물과 드라이기 커피포트 등이 구비되어있고, 욕실에는 기본적으로 샴푸, 바디워시, 세안제등이 마련되어있다.","소개-제주시 연동에 위치해 공항과 가까운 숙소, 숙박 업종-호텔, 등급-2성급, 이용 시간-Checkin : 20:00 ~ Checkout : 10:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-아주 어려움"
이도씨동물의료센터,,#반려동물병원 #반려동물 #반려동물동반입장,#혼저옵서개 #반려동물공간_기타,"진료 가능한 동물 종류 주요 진료 과목 이도씨동물의료센터는 서귀포시에 위치한 병원이다. 내과, 심장초음파, 정밀건강검진, 피부과, 외과 강아지, 고양이","소개-이도씨동물의료센터는 서귀포시에 위치한 병원이다., 상세 정보-매주 수요일 단축영업 : 09:30 ~ 13:00 / 매주 일요일 정기휴무 / 점심 및 휴게시간 : 13:00 ~ 14:30 / 야간/응급진료 불가 / 처방식 및 보조제 판매, 이용 시간-평일 : 09:30 ~ 19:00 , 주말 : 09:30 ~ 17:00, 편의시설-공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,엘리베이터"
해맑은동물병원,,#반려동물병원 #반려동물 #반려동물동반입장,#혼저옵서개 #반려동물공간_기타,"진료 가능한 동물 종류 심화진료 (강아지, 고양이), 기본진료 (파충류, 햄스터) 주요 진료 과목 예방의학 (접종, 건강검진), 내과 (심장병 관리, 아토피 관리), 외과 (중성화수술, 슬개골탈구교정수술) 해맑은동물병원은 한라대 근처에 위치한 병원이다.","소개-해맑은동물병원은 한라대 근처에 위치한 병원이다., 상세 정보-매주 일요일 정기휴무 / 점심 및 휴게시간 : 12:00 ~ 13:00 / 야간/응급 진료 가능 / 사료 및 영양제, 보조제 판매 / 강아지 및 고양이 미용 (사전예약제), 이용 시간-평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 15:00, 편의시설-공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
놀멍쉬멍고르멍,,#휴식 #숙소 #민박,#펜션 #휴양펜션 #독채 #주차장 #공공와이파이존 #온돌방 #가족 #방갈로숙박촌,"조용하고 평화로운 청정지역 동복에 위치한 우리 민박형 펜션 놀멍쉬멍고르멍은 착한가격으로 서비스를 제공합니다.
동쪽으로 김녕 서쪽으로 함덕이 위치해 있으며
동쪽방향으로 자동차로 20분이면 * 김녕 요트장* 김녕해수욕장* 만장굴 *비자림* 다랑쉬오름 * 아끈다랑쉬* 용눈이 오름 * 미로공원등을 가볼수있고
서쪽방향으로 자동차로20분이면 * 돌하르방공원 * 4.3위령탑 *함덕서우봉해변등 해안도로도 돌아볼수있습니다
* 주변엔 작고 예쁜 동복분교가 걸어서 3분거리있고 * 회국수로 유명한 해녀촌도 걸어서 5분거리 직접 체험할수 체험 어장도 주변에 여러곳이 있습니다
올 7월에 신축한 우리 민박형 펜션 건물은 깨끗한 것은 두말할 필요도 없습니다
아기자기해서 너무 예쁜 우리민박형 펜션 착한가격에 편히 쉴수 있도록 최선을 다하겠습니다","소개-*저희 민박형 펜션은 조용하고 청정지역 동복리에 위치하고 있으며 신축건물로 깨끗합니다 * 원룸형 9평, 2동으로되어 각동 최대4인이 숙박할수있고 * 부모님 동반하여 2동 모두사용하셔서 오붓하게 우리 가족들만 지낼수있답니다, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
눈먼고래,,#숙소 #민박 #고향민박,#돌담풍경마을 #자연경관 #주차장 #공공와이파이존 #독채 #촬영지,"두 마리의 고래를 닮은 집, 독채 펜션 눈먼고래

'육지로 나가는 사람들이 순한 바람을 기다리는 곳'이라는 의미를 갖고 있는 조천에 위치한
눈먼고래는 제주 돌집의 외형과 돌담을 그대로 유지하고 있다.
눈먼고래는 마을과 마주하고 있는 ‘숲 고래’와 바다와 마주하고 있는 ‘바다 고래’로 객실이 독체 펜션으로 나누어져 있다.

2채의 건물 사이에는 잔디마당이 있으며 주변에는 돌담과 화단이 만들어져 있다.
두 채와 두 마당 모두를 하루에 한 팀에게만 렌트한다.","소개-제주다움을 간직한 곳, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실,무료 WIFI, 장애인 활동 보조 필요성-아주 어려움"
우생당,,#서점 #쇼핑 #관광기념품,#상점/상가,"해방 직후인 1945년 문을 열어 아버지가 아들에게, 그 아들이 다시 아들에게 서점을 물려준 우생당 책방.
70년 전통이 깃든 이층 규모의 서점으로, 문학 쪽에 조예가 깊었던 1대 대표인 고순하 씨는 1950년대 문학 동인지 발행에 참여하며 문학인들을 지원했다.
시 낭송회, 문학의 밤 등 다양한 행사가 모두 우생당에서 열렸으며 우생당은 문화인들의 아지트 역할이었다.","소개-1945년부터 운영하고 있는 제주시내 서점, 상세 정보-첫째, 셋째 일요일 휴무, 이용 시간-평일 : 09:00 ~ 21:30 , 주말 : 09:00 ~ 21:30, 편의시설-현금결제,카드결제, 장애인 활동 보조 필요성-아주 어려움"
아침의 새소리펜션,,#민박 #숙소 #휴양펜션,#펜션 #바비큐 #온돌방 #독채 #단체여행객 #가족 #교통 #공공와이파이존 #자연학습장 #문화관광 #해수욕장 #해변,"-기준인원 초과요금: 1인 10,000원
바비큐 이용요금: 10,000원(2박 이상 숙박시 무료로 제공
텃밭에서 직접 기른 싱싱한 야채 제공)
천연염색, 생활자수 등을 직접 체험할 수 있는 작업장을 겸비한 갤러리가 있습니다.","소개-감귤의 발원지 남원읍의 평화로운 마을과 정원 속 에 위치한 고즈넉한 펜션, 이용 시간-Checkin : 16:00 ~ Checkout : 12:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
스테이달하,,#숙소 #바비큐 #공공와이파이존,#힐링쉼터 #휴양펜션 #펜션 #힐링 #노천온천 #독채,"복층 독채 펜션으로 기준 인원은 4명이며, 최대 6인까지 숙박 가능한 숙소이다. 1층에는 거실과 주방이 있고, 2층에 침실이 마련되어 있다. 침대는 두 개가 나란히 붙어 있는 구조이며, 침대에 누우면 작은 창 사이로 별빛이 쏟아지는 제주의 밤을 느낄 수 있다. 2층 계단을 내려가면 바로 맞은편에 다과 시간을 보낼 수 있는 평상 느낌이 공간이 만들어져 있다. 큰 창으로 오후의 햇살이 내리쬐면 여유로운 시간을 즐기기에 제격. 노천탕을 즐기기 전, 이곳에서 차 한 잔을 마시며 노천욕을 준비하는 것도 좋겠다. ‘스테이달하’의 노천탕은 뒤뜰에 자리 잡고 있다. 원목으로 꾸며진 노천탕은 4인 가족이 함께 들어갈 수 있을 정도로 넉넉하다. 노천탕이지만 지붕과 담이 형성되어 있어 아늑한 분위기를 낸다. 뒤뜰에는 노천탕을 비롯해 바비큐 요리가 가능한 장소와 휴식을 즐기기에 좋은 작은 정자가 마련되어 있다. 스테이달하 그렇기에 ‘스테이달하’는 여러 사람이 함께 이용하기에 좋다. 특히 주방과 뒤뜰이 연결되어 있어 짧은 이동 거리로 정원에서 편하게 저녁시간을 보낼 수 있다. 따뜻한 물에 노천욕을 즐긴 뒤 옆쪽에 있는 바비큐 장에서 바로 저녁을 먹을 수도 있고, 그 앞의 작은 정자에서 앉아 쉴 수도 있다. 돌담을 배경으로 한 뒤뜰의 정자는 ‘스테이달하’의 포토존이니 이곳을 배경으로 사진을 남겨보자. 또한 ‘스테이달하’는 제주공항에서 자동차로 25분 거리로 멀지 않은 곳에 있다. 이밖에도 홈페이지에는 주인장 추천의 주변 관광지와 마트, 맛집 정보를 가득 담아 두었으니 이동 시 참고하자.","소개-애월에 위치해 있으며 너른 잔디밭과 야외에 노천탕, 복층 구조로 만들어진 독채 펜션, 상세 정보-가격: 월~금 28만 원, 금~일 30만 원, 숙박 업종-펜션/민박, 부대시설-스파, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-현금결제,화장실"
관음사 야영장,,#캠핑 #관음사 #한라산,#자연경관 #체험 #캠핑장 #언택트 #어트랙션,"몇 해 전부터 캠핑, 글렘핑 등 다양한 야영을 즐기는 인구가 늘더니 최근에는 ‘차박(자동차와 숙박의 합성어)족도 늘고 있는 추세다. 유아나 저학년 자녀를 키우는 가정은 주말마다 아이들과 함께 어울리는 ’집밖 생활‘ 체험을 필수라고 할 정도로 인기다.

하지만 도시인이 캠핑을 가는 일은 쉽지 않은데 그 이유 중 하나가 장소가 만만치 않아서다. 그럴싸한 자연경관과 화장실 및 취사 편의시설, 아이들이 뛰어놀 잔디 공간, 산책코스 등 체험과 안전, 어른과 아이 모두가 만족할만한 장소 선택이 쉽지 않기 때문. 올 여름을 맞으며 부분 개장을 시작한 관음사지구야영장은 그런 점에서 꽤 매력 있는 캠핑장소다.

제주 시내 어디서든 30분 내에 도착 가능한 한라산 중턱(620m), 한라산 등반 관음사코스 입구인 관음사지구야영장은 산책을 즐길 수 있으며 취사, 샤워시설 및 간이 운동시설도 갖추고 있다. 또 아이들과 축구를 즐겨도 충분한 넓은 잔디와 주차장이 야영장 바로 앞이라 캥핌 장비를 옮길 때도 아주 편리하다.

또 야영장은 설치한 텐트들이 잘 보이지 않을 만큼 큰 숲에 가려져 한낮 태양빛 아래이면서도 사방이 온통 나무그늘로 덮여 시원하고 콧속을 파고드는 공기의 신섬함이 다르다. 야영지구 관리소가 사면 땅을 고르게 다지고 평평하게 조성해 놓은 켄트설치장 또한 초보자도 텐트 설치가 용이할 만큼 널찍한데, 야영 텐트 위치가 획일적이지 않고 나무를 따라 조성되어 숲과 자연스레 어우러진다.

그저 텐트에 누워 있는 것 만으로도 몸에 쌓인 독소가 슬금 슬금 빠져나가는 듯 하지만 지루하다면 야영장 좌측으로 녹나무와 참나무 그리고 삼나무가 숲을 이룬 산책로를 돌아보는 것도 좋다. 우측에는 아이들과 함께 산악박물관을 둘러 볼 수도 있다.

사실 관음사야영장은 한라산 등반코스 중 가장 힘들기로 소문난 곳이다. 때문에 새벽 출발 등반객들이 애용하는 야영장이기도 하다. 만약 해저물녘부터 일찌감치 소등하고 잠을 청하는 야영객이 있다면 내일의 힘든 등반을 준비하는 야영족일 확률이 높다. 그렇지 않고선 관음사지구야영장에 와서 제주시내 야경 감상을 빼놓을 수 없기 때문이리라.

관음사지구 야경 핫스팟은, 야영장에서 차로 약 5분 거리. 탐라교육원 방면 차도를 따라 가다가 오라동메밀밭 근처에 다다르면 오른편 시내쪽으로 넓은 자갈밭이 나오는데 이곳에 잠시 주차를 하면, 제주시내와 바다를 한눈에 바라볼 수 있다. 밤바다에서 넘실대는 어선의 집어등이 육지보다 위쪽에서 반짝거려 마치 밤하늘 별처럼 빛난다. 운이 좋으면 붉은 노을과 함께 펼쳐진 제주야경에 시신경까지 힐링하는 행운을 얻을 수도 있음이다.


‣ 2020. 6. 19. 관음사야영장 부분 개장

※ 관음사 야영장 부분개방    (2020. 6. 19. 기준, 출처 : 한라산국립공원)
  - 생활 속 거리두기를 위해서 총 67면 중 33면(50%) 개방
  - 생활 속 거리두기 사용가능 공간(지정 면) 표시(1동씩 이격)
  - 취사장 : 아크릴 칸막이 설치로 거리두기 실천
  - 샤워장 : 미개방(코로나19 사태 종식 시 개방)",소개-한라산 관음사야영장은 제주시 북쪽 아라동에 위치하여 제주시 도심 인근에서 캠핑을 즐길 수 있는 곳이다.
바다산책,,#휴식 #숙소 #펜션,#휴양펜션 #통나무집민박 #자연경관 #해변 #바비큐 #공공와이파이존,"중문관광단지와 성산일출봉의 중간지점에 위치하여 이동하기 편리하다.
또한 남원 영화박물관 옆에 자리하고 있고, 남원 큰엉도 근처에 자리하고 있다.
실내의 통나무 인테리어의 넓은 복층형구조로 되어 있다.
차로 1시간 거리 이내에 용두암, 러브랜드, 소인국 테마파크, 오설록 등이 있다. 이미지 widget 이용시간은 15:00 ~ 11:00이며
각 객실의 초과인원 발생시 1인당 추가요금이 부과된다.","소개-남원큰엉까지 이어지는 해안절벽산책로가 매력적인 숙소, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
골든비치,,#펜션 #숙소 #휴양펜션,#해수욕장 #자연경관 #바비큐 #해변,"골든비치 펜션은 공항과 해안, 둘다 만족시키는 곳이다. 제주카페거리에 위치해 주변에 다양한 편의시설도 분포해있다.
용두암부터 시작되는 해안도로를 산책하기에 안성맞춤이다. 봄에는 펜션 뒤에 있는 유채꽃을 감상할 수 있고
여름에는 펜션과 가까운 이호테호해수욕장에서 해수욕을 하기에도 좋다.

객실은 최대 4인까지 가능하고 침대방과 온돌방 중 선택이 가능하다.","소개-공항과 가까운 해안도로에 위치한 휴양형 펜션, 이용 시간-Checkin : 14:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
무릉도원마을,,#부모 #커플 #혼자,#친구 #아이 #체험관광 #마을산책 #마을관광 #어린이 #어트랙션,"푸른 자연환경에 다양한 체험을 할 수 있는 무릉도원마을

무릉도원 마을은 제주 대정읍 무릉리에서 운영하는 농촌 체험 정보화 마을로 2009년 3월부터 운영을 시작하였으며,
‘농촌관광코스 10’에 선정될 만큼 자연이 보존된 청정 지역으로 드넓은 평야를 이루어 쾌적함과 산뜻함을 선사한다.
무릉도원마을에서는 아이들이 농가에 숙박하며 농촌체험을 할 수 있는 프로그램을 제공한다. 프로그램에는 고구마, 감자 캐기, 마늘 심기 등의 농촌문화체험,
누룩 만들기의 전통주 체험, 돌담 쌓기, 맷돌 곡식 갈기 등의 생태문화체험,
탐라인의 선사시대를 직접 체험하는 선사문화체험, 초가집줄 놓기와 전통된장 만들기의 전통문화체험 등

다양한 체험을 통해 제주의 자연과 문화를 직접 느낄 수 있으며 ,
마을 주민들이 직접 프로그램 인솔자로 참여하여 제주사람의 옛 생활양식을 배울 수 있다.","소개-제주의 자연과 문화를 직접 체험할 수 있는 제주도의 무릉도원, 상세 정보-토요일, 일요일, 이용 시간-평일 : 09:00 ~ 18:00 , 주말 : ~, 편의시설-공용주차장"
에퀴녹스 드 협재 펜션,,#반려동물 #반려동물동반입장 #숙박,#펜션 #반려동물동반_숙소 #숙소,"에퀴녹스 드 협재는 한림읍 협재리에 위치한 반려동물 동반 숙소다. 친환경 소재로 만든 내 부 인테리어와 제주의 나무를 이용한 마루바닥, 반려동물과 함께 신나게 뛰어놀 수 있는 잔디밭까 지 자연과 함께 어울릴 수 있는 장소다. 독채 펜션으로 제주의 가옥같이 편안하고 프러이빗하게 즐길 수 있다. 마당에는 테이블과 의자가 있어 여유로운 모닝커피가 가능한 이곳은 반려동물 용품이 준비되어 편안하게 즐길 수 있고 다양한 편의시설이 존재한다. 또한, 반려동물을 즐길 수 있도록 간식도 존재해 즐거움을 준다. 반려동물은 1박 당 15,000원의 추가요금이 있다. 여유롭고 프라이빗한 공간과 반려동물과의 오붓한 시간을 보내기 위한 장소로 적합한 장소다.","소개-에퀴녹스 드 협재는 한림읍 협재리에 위치한 반려동물 동반 숙소다., 상세 정보-소형견 입장 가능 / 방문 전 사전 협의 / 배변판, 배변패드, 식기세트, 반려견 방석 구비되어 있음, 숙박 업종-펜션/민박, 애완동물동반허용여부-동반가능, 금연여부-흡연구역제공, 부대시설-바베큐장, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
펠리스타운,,#휴식 #펜션 #휴양펜션,#공공와이파이존 #숙소 #일반숙박 #힐링쉼터,"펠리스타운은 성산 일출봉에서 3km 떨어진 서귀포 해변의 인근에 있는 아늑한 호스텔이다. 무료 전용 주차장과 전 구역 내 무료 Wi-Fi를 제공하고 있다. 제주국제공항에서 약 45km 거리에 있으며 성산포 항까지는 차로 7분이 소요되고, 페리로 15분을 이동하면 유네스코의 세계문화유산인 우도에서 낚시, 관광을 즐길 수 있다.
펠리스타운의 모든 객실은 에어컨과 난방 시설을 갖추고 있으며 객실에는 깨끗하게 세탁된 침구와 실내 욕실도 마련되어 있다. 일부 객실에는 전자레인지, 전기 주전자와 냉장고가 완비된 간이 주방도 있다. 객실문은 자동 잠금장치가 없음. 외출 및 취침시에는 반드시 잠금장치를 확인. (출입문 잠금 미확인으로 발생된 분실물에 대해서는 책임지지 않음)","소개-성산 일출봉에서 3km 떨어진 서귀포 해변의 인근에 있는 아늑한 호스텔, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,무료 WIFI"
별똥별채집소,,#민박 #숙소 #농어촌민박,#돌담길 #공공와이파이존 #올레길 #돌담풍경마을 #독채 #텃밭집,"하도해수욕장에서 걸어서 5분 거리, 차로는 1분 거리에 위치한 별똥별채집소는
하늘과 별과 바다가 가까운 독채민박이다.","소개-하늘과 별과 바다가 가까운 독채민박, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설, 장애인 활동 보조 필요성-아주 어려움"
김녕몽생이,,#펜션 #휴양펜션 #주차장,#공공와이파이존 #마을관광 #독채,"김녕 몽생이는 김녕에 위치한 독채펜션으로 그 이름은 망아지라는 뜻의 순수 제주어다. 독채펜션은 2개의 2인실로 구성되었고 방마다 화장실이 있다. 올레19코스와 20코스가 만나는 곳에 있어 김녕해변마을길을 가까이 느낄 수 있는 동시에 김녕금속벽화 마을 안에 있어 곳곳에서 다양한 조형물을 감상할 수 있다. 김녕해수욕장, 비자림, 절물휴양림, 월정리해변, 용눈이오름 등이 가까이 있다.","소개-제주시 구좌에 위치한 제주돌집 독채펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
도도펜션,,#. #숙소 #휴양펜션,#펜션 #주차장 #조식포함 #중문관광단지 #자연경관 #독채 #농어촌민박,"각 객실 모두 군산과 한라산, 그리고 박수기정이 보인다. 부대시설은 바비큐장, Cafe’ 마농이 있다.
조식의 경우 일반적인 가정식 식단부터 스테이크, 백숙까지 그날그날 메뉴가 다양화 되어있다. 조식은 무료이며, 정원 초과 시 1인당 8천 원이다. 주변에 중문 관광단지, 산방산(용머리해안)~송악산 해안도로, 모슬포항, 안덕계곡 관광지가 있다. 도도펜션은 서귀포시 안덕면 대평리에 위치하고 있다. 객실의 외부는 전반적으로 빈티지 스타일로 되어있고 내부는 호텔 스타일로 인테리어 되어있다. 객실구성으로는 A Type(마카로니, 링귀네), B Type(푸실리, 라자냐)이 있고, C Type(펜네)과 D Type(페투네)은 복층으로 구성되어져 있다.","소개-내. 외부가 조화를 잘 이루어 만들어진 도도펜션, 상세 정보-입실: 15:00 ~ 퇴실: ~11:00, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실, 장애인 활동 보조 필요성-아주 어려움"
도솔촌,,#쇼핑 #럭셔리트래블인제주,,"과즐은 보릿가루 반죽을 튀겨 조청과 좁쌀 튀밥을 붙인 전통 간식으로, 오정자 장인은 음식점을 운영하던 시절 손님에게 직접 만든 과즐을 건네다 그 맛을 잊지 못해 재방문하는 이가 늘자 2009년 과즐 사업에 뛰어들었다. 귤피를 넣은 비법 시럽을 사용해 진한 귤 향을 풍기고, 조청과 생강즙 때문에 쌉싸래하고 물리지 않은 단맛이 난다. 반죽을 튀길 때 적당한 공기층을 만들어 부드러운 바삭함을 만드는 것 역시 장인의 기술이다. 친환경 농법으로 재배한 감귤로 원액을 내는데, 모든 과정에 방부제나 화학 첨가물은 일절 사용하지 않는다. 우리 토종 밀인 ‘앉은뱅이밀’로 만든 프리미엄 디저트 ‘오정자 감귤 과즐’은 현대백화점 명인명촌에서 판매한다.","소개-한번 맛보면 멈출 수 없는 감귤 과즐, 이용 시간-평일 : 09:00 ~ 20:00 , 주말 : ~, 취급품목-농수산, 취급품목 기타-과즐 등"
팜밸리리조트,,#휴식 #숙소 #리조트,#펜션 #휴양펜션 #풀빌라 #독채 #바비큐 #스파 #수영장 #공공와이파이존 #가족,"푸른 숲과 바다, 하늘, 계곡을 함께 볼 수 있는 유럽풍의 고급스런 핑크빛 풀빌라이다. 또한 이국적인 야자수림과 제주의 자연석이 어울어져 수목과 같은 정원이 조경되어 있다. 특히 대형 야외풀장, 높은 천장과 특색있는 실내분위기로 내집, 내별장 같은 편안함을 줄 수 있는 가족여행 숙소이다.","소개-서귀포시에 위치한 개인정원과 개인수영장을 갖춘 럭셔리 풀빌라 리조트, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
아마빌레,,#민박 #숙소 #모텔,#공항 #해변 #자연경관 #펜션 #휴양펜션 #주방기구,"공항에서 서쪽으로 20분거리인 애월읍 가문동 포구에 자리한 숙소이다.
애월에 위치하여 제주 서쪽 여행을 위해서 이동이 편리하며 주변관광지로는 애월해안도로, 한림공원, 곽지해수욕장 등이 있다.
숙소 테라스에서 애월바다가 조망이 되는데 애월의 빨간 등대 너머로 조업중인 배들의 아름다운 풍경을 볼 수 있다.
소중한 추억과 편안한 휴식이 가능한 가족여행 추천 숙소이다.","소개-공항에서 차로 15분 거리의 애월해안도로에 위치한 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
비자낭달집,,#펜션 #숙소 #휴양펜션,#힐링 #힐링쉼터 #오름투어 #제주시다랑쉬오름 #무장애관광,"천년의 숲 비자림이 걸어서 10분, 평대리해수욕장이 차로 8분 거리에 있어요.

다랑쉬오름, 용눈이오름 등 유명한 제주오름이 주변 가까이 있어서 오름여행 숙소로 최고입니다.

숙소에서 바라보는 일몰은 주변 오름과 더불어 최고의 자랑거리입니다.

제주 최고의 힐링장소인 비자림의 아침을 늘 만나는 비자낭달집에 초대합니다.","소개-천년의 숲 비자림에서 힐링하다, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-쉬움"
디앤디파트먼트 제주,,#탑동 #편집샵,,"회색벽면의 d로고가 유명한 원도심 문화공간 디앤디파트먼트는 제주공항에서 차로 약 8분 거리에 위치한 복합 문화공간이다. 지속 가능한 가치를 지닌 상품을 뜻하는 '롱라이프 디자인'과 함께 '지역다움'을 소개하는 곳으로, 일본의 회사인 디앤디파트먼트와 제주의 아라리오 갤러리가 협업하여 탄생하게 되었다. 사실 이곳은 관광객 사이에서 건물 외벽에 그려놓은 로고 d와 함께 찍는 인증사진이 인기를 얻으며 더욱 알려진 장소이다. 가구와 의류, 생활용품, 인테리어 소품을 파는 편집샵과 제철 식재료를 선보이는 d식당과 카페를 운영하고 있다.","소개-회색벽면의 d로고가 유명한 원도심 문화공간, 상세 정보-연중무휴, 이용 시간-평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00"
올망,,#애월 #소품샵 #모빌,#간식 #잡화,"이곳은 고양이를 좋아하는 손님에게 특히 인기가 많은 편이다. 길고양이들이 자주 방문해, 귀여운 캐릭터나 일러스트의 고양이 상품을 다양하게 구비하고 있기 때문이다. 만약 매장에서 기르는 고양이 ‘유리’ 혹은 길고양이들이 있으니, 고양이를 보더라도 놀라지 않도록 주의가 필요하다. 대신 길고양이들은 경계할 수 있으니 만지거나 가까이 다가가지 않는 것이 낫다. 제주의 감성을 간직하고 싶거나 고양이를 좋아한다면 방문할 만한 곳이다. 자개로 모빌을 직접 만들어볼 수 있는 공방 제주소품샵 올망은 조용한 주택이 옹기종기 모여 있는 봉성리 마을에 자리 잡은 소품 편집숍 겸 공방이다. 바다 빛깔이 곱기로 유명한 곽지해수욕장에서 골목길 사이에 위치한 곳이라, 동네가 한적한 편이다. 조용한 분위기에서 여유롭게 쇼핑을 즐기기 알맞다. 흰색벽과 주황의 벽돌을 이은 건물 모습이 잘 어우러진다. 제주 특산품을 활용한 간식거리부터 각종 기념품 그리고 나무 주방용품 및 자개 모빌과 같은 인테리어 소품까지 다양한 품목을 판매한다. 모빌은 공방에서 사장님이 직접 제작하여 선보인다. 디자인을 살펴보면 유독 고양이가 그려진 상품이 많은 편이다. 꽤 큰 규모이지만, 모든 방문객이 제품을 자세히 살펴볼 수 있도록 배려해 많은 사람이 동시간대에 찾는다면 수용 인원에 제한을 두고 운영한다. 자개 모빌 원데이 클래스는 11세 이상부터 혼자 참여가 가능하며, 약 1시간~1시간 30분이 소요된다.","소개-제주 특산품을 활용한 간식거리부터 각종 기념품 그리고 나무 주방용품 및 자개 모빌과 같은 인테리어 소품까지 다양한 품목을 판매한다., 이용 시간-평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00"
지구별가게,,#노형 #제로웨이스트샵 #안전여행스탬프,#친환경,"지구별가게는 신제주에서 친환경 용품을 판매하는 가게이다. 공항에서 멀지 않은 곳에 위치해 접근성이 좋은 곳이다. ‘지구를 위한 편의점’이라는 문구가 멀리서도 눈에 띈다. 지구별가게는 주로 일상 속에서 자주 사용하는 일회용품을 대체할 수 있는 다회용품과 플라스틱 대체제를 개발하고 있으며, 제주여행에서 쉽게 실천할 수 있는 대나무 칫솔이나 면마스크, 고체 치약, 샴푸바 등을 판매한다. 제로웨이스트 여행을 실천할 수 있는 친환경가게","소개-제로웨이스트 여행을 실천할 수 있는 친환경가게, 상세 정보-매주 토요일, 일요일 휴무, 이용 시간-평일 : 10:00 ~ 19:00 , 주말 : ~"
그린블리스제주,,#표선 #오가닉라이프,,"그린블리스는 서귀포 해안가 앞에 위치한 오가닉 라이프 공간이다. 조용한 서귀포 해안가 마을, 옛 제주 돌집의 외관을 그대로 남겨 고즈넉한 분위기를 자아낸다. 브랜드 제품을 구경할 수 있는 쇼룸과 책을 읽으며 음료를 마실 수 있는 카페가 있어 천천히 여유를 가지고 둘러보기 알맞은 곳이다. 이곳은 지속 가능한 식물성 소재로 만든 의류/잡화 판매하고 있다. 자연과 동물의 소중함을 책, 옷, 음료를 통해 이야기한다. 대표적인 상품으로는 제주 뿐만 아니라 전 세계적으로 보존해야 할 자연의 모든 것을 녹여낸 각종 의류가 있다. 그 외에도 그림책, 채소요리 레시피, 환경 관련 책, 생활용품 등 다양하고 독특한 라이프스타일 제품들을 판매하고 있다. 건강한 제주여행과 지구를 추구하는 공간","소개-건강한 제주여행과 지구를 추구하는 공간, 상세 정보-매주 월,화 휴무, 이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00"
