title,category,introduction,address,roadaddress,latitude,longitude,phoneno,imgpath,tag,contentsid
더포그레이스호텔앤리조트,숙박,객실에서 우도와 성산일출봉을 조망할 수 있는 리조트,제주특별자치도 서귀포시 성산읍 시흥리 200,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,33.4736223,126.9107438,064-797-7700,https://api.cdn.visitjeju.net/photomng/imgpath/201812/17/51bfacc6-0035-4183-af1e-e689319cfdce.jpg,"호텔,숙소,리조트,서귀포,수영장,휴양콘도,카페,온돌방,바비큐,어린이,조식,가족호텔,무장애관광, 호텔,공용주차장,화장실,무료 WIFI,편의점,현금결제,카드결제,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,영어,중국어,일본어,장애인 화장실,장애인 전용 주차장,쉬움,4성급,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,연회장,인터넷,비즈니스시설,바베큐장,급속 전기차 충전소,유아욕조,침대 안전 가드,있음",CNTS_000000000020590
위미모루왓,숙박,"짧은 여행부터 한달살이, 일년살이를 위한 공간
",제주특별자치도 서귀포시 남원읍 위미리 3306-3 ,제주특별자치도 서귀포시 남원읍 위미항구로 51 (위미리) ,33.3060336,126.6580882,064-764-7330,https://api.cdn.visitjeju.net/photomng/imgpath/201810/26/f5a274a9-78cb-40de-bdb9-44e0149fb453.jpg,"안전인증숙소,숙소,바비큐,공공와이파이존,힐링쉼터,농어촌민박,안전인증민박, 안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,없음,동반불가능,없음,전체금연,인터넷,바베큐장,텃밭,,없음,운행안함",CNTS_200000000007669
제주해나루,숙박,서귀포시 신시가지에 위치한 바다전망 풀옵션 민박 ,제주특별자치도 서귀포시 강정동 126-9 제주해나루,제주특별자치도 서귀포시 신서로98번길 19-1 (강정동) 제주해나루,33.2615636,126.49447,010-5431-2773,https://api.cdn.visitjeju.net/photomng/imgpath/201810/25/683f649b-5a41-4ba9-84cf-0dab04892ed6.jpg,"해나루, 해나루,안전인증숙소,숙소,주차장,공공와이파이존,올레,안전인증민박, 안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설,카드결제,현금결제,,,어려움,없음,동반불가능,없음,전체금연,인터넷,,유아욕조,,없음,운행안함",CNTS_200000000007671
코즈게스트하우스,숙박,제주 서쪽 중심에 위치한 호텔식 게스트하우스,제주특별자치도 서귀포시 안덕면 동광리 1593-6 코즈게스트하우스,제주특별자치도 서귀포시 안덕면 동광로100번길 20 (동광리) 코즈게스트하우스,33.304504,126.33847,010-7241-3868,https://api.cdn.visitjeju.net/photomng/imgpath/201811/01/9fa69fb2-fb58-414b-8596-168e0e755855.jpg,"안전인증숙소,숙소,게스트하우스,온돌방,공공와이파이존,조식,교통,안전인증민박,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,단독접근가능,저상버스 접근 가능,장애인 전용 주차장,쉬움,5성급,동반불가능,유료제공,전체금연,식음료장,세탁서비스,연회장,인터넷,비즈니스시설,전기차충전기,유아욕조,유아의자,탁아서비스,,없음,운행안함, 안전인증숙소,숙소,게스트하우스,온돌방,공공와이파이존,조식,교통,안전인증민박,무장애관광",CNTS_200000000007713
협재해오름펜션,숙박,"해가 뜨고 질 때까지 행복한 기억만 남을 수 있도록, 해오름펜션",제주특별자치도 제주시 한림읍 옹포리 726-2 협재해오름펜션,제주특별자치도 제주시 한림읍 옹포2길 37-28 (옹포리) 협재해오름펜션,33.397957,126.2535498,064-796-6650,https://api.cdn.visitjeju.net/photomng/imgpath/201811/06/f3adf42b-7305-4937-b32b-119fef1cdb3a.jpg,"안전인증숙소,숙소,휴양펜션,펜션,바비큐,해수욕장,자연경관,안전인증민박, 안전인증숙소,숙소,휴양펜션,펜션,바비큐,해수욕장,자연경관,안전인증민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,경보 및 피난시설,카드결제,현금결제,,일본어,,없음,동반불가능,없음,흡연구역제공,인터넷,바베큐장,주방조리가능,",CNTS_200000000007772
선물고팡,쇼핑,공항까지 무료셔틀을 지원하는 공항 인근 기념품숍. ,제주특별자치도 제주시 용담이동 2745-1,제주특별자치도 제주시 월성로 15,33.5029868,126.5049379,064-901-6441,https://api.cdn.visitjeju.net/photomng/imgpath/201904/03/b2902d77-e025-4627-9d02-ec62dc2c9f02.jpg,"수산물, 쇼핑,기념품, 특산품,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,카드결제,현금결제,,영어,,단차없음,승강기,쉬움,농수산,기념품/소품,팩/문구,브랜드,오메기 떡,흑돼지고기, 초콜렛 등,가능, 쇼핑,기념품,특산품,관광기념품,상점/상가,무장애관광, 주류",CNTS_200000000008531
슬로우리제주 민박,숙박,애월에  위치한 독채 민박집. ,제주특별자치도 제주시 애월읍 구엄리 977,제주특별자치도 제주시 애월읍 엄수로 77,33.469773,126.3822308,010-5730-8977,https://api.cdn.visitjeju.net/photomng/imgpath/201904/29/9739f0cc-12a0-4e32-8d4d-fd8cc6817ca7.jpg,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,경보 및 피난시설,카드결제,현금결제,,영어,,없음,동반불가능,없음,흡연구역제공,식음료장,세탁서비스,인터넷,,, 숙소,민박,농어촌민박,주차장,공공와이파이존,마을관광,올레",CNTS_200000000008625
제주소풍(월정리),숙박,"제주 월정리의 바다와 바람, 별을 느낄수 있는  조용하고 아늑한 공간을 제공한다.",제주특별자치도 제주시 구좌읍 월정리 881-1,제주특별자치도 제주시 구좌읍 월정1길 23,33.5539974949,126.7905923244,064-723-7123,https://api.cdn.visitjeju.net/photomng/imgpath/202004/16/c3a4c8ce-d43c-4c8d-802e-7aa01e86a5b0.jpg,"월정,숙박,안전인증민박,숙소,해수욕장,자연경관,조식 포함,동반불가능,무료제공,흡연구역제공,없음,운행안함, 월정,숙박,안전인증민박,숙소,해수욕장,자연경관,조식 포함",CNTS_200000000010039
레드우드하우스,숙박,개인욕실이 있는 1인실 전문 원룸형 게스트하우스,제주특별자치도 제주시 구좌읍 종달리 1075,제주특별자치도 제주시 구좌읍 종달로1길 62,33.4880673,126.8804954,010-9902-1246,https://api.cdn.visitjeju.net/photomng/imgpath/202206/13/8401df30-7b12-4743-8823-c1702641a737.jpg,"게스트하우스,공용주차장,현금결제,화장실,무료 WIFI,흡연구역,현금결제,카카오페이, 제로페이,,동반불가능,무료제공,흡연구역제공,인터넷,개인욕실, 침대, 샤워용품, 종달리, 숙소,종달리,게스트하우스,조식,공공와이파이존,해변, 정원,,운행안함, 숙소, 테이블, 온풍기, 에어컨",CNTS_200000000010057
탐라동주,쇼핑,핸드메이드로 만든 모던한 천연염색 작품 매장,제주특별자치도 서귀포시 중문동 2700,제주특별자치도 서귀포시 중문관광로 224,33.2412921,126.424492,064-738-1337,https://api.cdn.visitjeju.net/photomng/imgpath/202007/30/18ce6416-581e-4cda-8d3e-75df35ef2f33.jpg,"천연염색, 모자, 의류, 중문,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 전용 리프트,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,기념품/소품,브랜드,천연염색 스카프, 가방, 쇼핑,천연염색,중문,관광기념품,상점/상가,무장애관광, 악세사리,가능, 쇼핑",CNTS_200000000010434
함덕잠수함(이고제주),관광지,"우리가족,연인끼리만 이용하는 신비로운 바다속 체험, 잠수함과 요트를 동시에!",제주특별자치도 제주시 조천읍 함덕리 3294,제주특별자치도 제주시 조천읍 조함해안로 378,33.5476842,126.6568003,0507-1466-1334,https://api.cdn.visitjeju.net/photomng/imgpath/202008/18/a374cf21-9984-4fe8-b7bb-ac0cb0eca760.jpg,"액티비티,부모,아이,함덕,체험,레저/체험,어린이,수상레저,어트랙션, 제로페이,영어,,어려움,실외,하,체험,수중관람 및 요트체험,1시간 미만, 삼성페이, 액티비티,부모,아이,함덕,체험,레저/체험,어린이,수상레저,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,네이버페이",CNTS_200000000010477
공방:하루_반,관광지,월정리에 위치한 다양한 공예 체험을 할 수 있는 공간,제주특별자치도 제주시 구좌읍 월정리 52 1층,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,33.5553143,126.7966528,064-803-0066,https://api.cdn.visitjeju.net/photomng/imgpath/202010/13/68c23e24-8a76-47ce-a7d9-c157d7134250.jpg,"월정, 공방, 공방,월정,공예품,체험,어트랙션, 공예품,,,어려움,실내,하,체험,공,2~3시간",CNTS_200000000010713
씨오르리조트,숙박,서귀포 앞바다의 절경을 간직한 리조트로 바다 풍경과 함께 아침을 열수 있는 곳,제주특별자치도 서귀포시 법환동 87-1,제주특별자치도 서귀포시 이어도로 989,33.2422008,126.5191098,064-739-0114,https://api.cdn.visitjeju.net/photomng/imgpath/202012/16/7619038f-5a3c-4bdb-b715-60c963c3e093.jpg,"부모,커플,친구,아이,사계절,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,승강기,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,바베큐장,노래연습장, 부모,커플,친구,아이,사계절,숙소,리조트,오션뷰호텔,주차장,힐링,무장애관광, 매점,,없음",CNTS_200000000010955
그제바람 윈드서핑패들보드,관광지,20년 이상의 경력을 가진 윈드서핑국가대표의 전문지식과 노하우로 쉽고 안전하게  배울 수 있다.,제주특별자치도 제주시 삼양일동 1569-42,제주특별자치도 제주시 선사로8길 13-4,33.5260277,126.5869144,"0507-1324-7052, 010-2632-4613",https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/18050836-dd13-412b-a445-f72a6d3ea5dc.jpg,"체험관광,체험,waterleisure,수상레저,어트랙션,관광지,러닝홀리데이인제주,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,카드결제,현금결제,,영어,,어려움,실외,하,,2~3시간, 체험관광,체험,waterleisure,수상레저,어트랙션,관광지,러닝홀리데이인제주",CNTS_200000000011434
오크하우스,숙박,일상을 벗어나 제주에서 숙박과 캠핑을 동시에 즐길수 있는 이색공간,제주특별자치도 제주시 애월읍 신엄리 3123-1,제주특별자치도 제주시 애월읍 하가로 13,33.4661432,126.3582215,064-799-5556,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/1ea50cdc-c40e-483c-970b-3cc7a2db2c55.jpg,"바베큐 이용, 펜션, 펜션,캠핑,숙소,음식, 캠핑장비대여,, 캠핑, 숙소,공용주차장,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,현금결제,인터넷 예약,,없음,동반불가능,없음,흡연구역제공,스파,인터넷,바베큐장,캠핑공간 이용",CNTS_200000000012927
켄싱턴리조트 제주중문,숙박,이국적인 분위기를 가진 중문 패밀리 객실을 만나보세요.,제주특별자치도 서귀포시 색달동 2822-5,제주특별자치도 서귀포시 중문관광로72번길 29-29,33.2814107,126.4111118,064-738-9101,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/714ce3d9-c23d-47d6-8766-364255a17545.jpg,"숙소,리조트,수영장,주차장,공공와이파이존,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,경보 및 피난시설,카드결제,현금결제,,영어,일본어,,어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,인터넷,,, 숙소,리조트,수영장,주차장,공공와이파이존,안전여행스탬프",CNTS_200000000013347
호텔 징크,숙박," 제주올레여행자센터 맞은 편인 서귀포 구시가지의 중심에 있어 관광객, 비즈니스 기업인들을 위한 최적의 호텔",제주특별자치도 서귀포시 서귀동 318-17,제주특별자치도 서귀포시 중정로 11,33.2477769,126.5575908,064-762-9800,https://api.cdn.visitjeju.net/photomng/imgpath/202209/19/51b68616-4138-43a5-b6a0-a55ababa8124.jpg,"숙소, 숙소,,,어려움,없음,동반불가능,없음,흡연구역제공,식음료장,세미나실,인터넷,,,없음,운행안함",CNTS_200000000013793
제주수울,쇼핑,제주도 전통주 로컬술 전문 바틀샵 & 오프라인 쇼룸,제주특별자치도 제주시 용담일동 144-1,제주특별자치도 제주시 서문로 72-1,33.5120378,126.518764,0507-1419-3023,https://api.cdn.visitjeju.net/photomng/imgpath/202302/20/4f65e20e-a2d0-4726-884e-bfe340148ef4.jpg,"음식,쇼핑, 음식,쇼핑,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,카드결제,현금결제,탐나는전,영어",CNTS_200000000014606
오후여섯시펜션,숙박,제주 애월 곽지해수욕장 인근에 위치한 펜션. ,제주특별자치도 제주시 애월읍 곽지리 1622-41,제주특별자치도 제주시 애월읍 곽지9길 10,33.4521596,126.3077543,010-3342-4940,https://api.cdn.visitjeju.net/photomng/imgpath/201904/03/24db0674-8fca-4c2e-bc6f-5f6d91c4ec28.jpg,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,없음,동반불가능,없음,전체금연,식음료장,인터넷,바베큐장,1층 카페/ 옥상전망대/야외바베큐장,,없음,운행안함, 숙소,휴양펜션,펜션,해수욕장,온돌방,공공와이파이존,체험,바비큐",CNTS_200000000008512
신세계사이먼 제주 프리미엄 전문점,쇼핑,제주 여행과 라이프에 '프리미엄 쇼핑'을 더하는 제주 프리미엄 전문점,"제주특별자치도 서귀포시 안덕면 서광리 산 24 신세계사이먼 제주 프리미엄 전문점 G층, B1층","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신세계사이먼 제주 프리미엄 전문점 G층, B1층",33.3017501,126.3206458,02-1644-4001,https://api.cdn.visitjeju.net/photomng/imgpath/202110/13/ec7bfabe-c24a-44ce-af49-13c2d8acb43d.jpg,"쇼핑,공용주차장,카드결제,화장실,카드결제,현금결제,,,, 쇼핑,관광기념품,상점/상가",CNTS_200000000012093
제주올레하우스팬션,숙박,"행원리 자연속에 위치한 펜션 야외 수영장, 바베큐 구비",제주특별자치도 제주시 구좌읍 행원리 3433-24,제주특별자치도 제주시 구좌읍 덕행로 450-23,33.5341,126.79543,010-9177-2170,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eacc3f3a-f963-4a03-baac-49626f666408.jpg,"숙소,pension,휴양펜션,가족,단체여행객,수영장,공공와이파이존",CNTS_000000000021791
라온호텔앤리조트,숙박,비양도와 에메랄드빛 협재바다가 보이는 제주도 서부의 명품 휴양단지 라온호텔앤리조트,제주특별자치도 제주시 한림읍 협재리 2838,제주특별자치도 제주시 한림읍 금능남로 127,33.3760556,126.2441268,064-796-7740,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/77755135-d1b3-495e-85e6-d65af5dd3e14.jpg,"호텔,숙소,리조트,수영장,공공와이파이존,주차장,골프,승마체험,어린이놀이터,부대시설,교통,가족호텔,단체여행객,주방기구,정원,비즈니스센터,관광호텔,무장애관광, 호텔,숙소,리조트,수영장,공공와이파이존,주차장,골프,승마체험,어린이놀이터,부대시설,교통,가족호텔,단체여행객,주방기구,정원,비즈니스센터,관광호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,장애인 화장실,장애인 전용 주차장,아주 어려움",CONT_000000000500848
디스이즈핫,숙박,그림 같은 경치 속 감각적인 펜션,제주특별자치도 제주시 구좌읍 하도리 59-1,제주특별자치도 제주시 구좌읍 하도15길 153-5,33.5131782,126.8973861,070-7744-7278,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4cb9daf6-2d94-4fa9-b9de-8080367fb6f0.jpg,"휴식,숙소,펜션,휴양펜션,조식 포함,주차장,자연경관",CNTS_000000000021282
그랑블루호(선상낚시),관광지,배위에서 느끼는 제주바다의 짜릿한 손맛,제주특별자치도 서귀포시 남원읍 위미리 1881-2,제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,33.2746809,126.6626636,010-2212-1690,https://api.cdn.visitjeju.net/photomng/imgpath/201907/23/0de75bf4-552d-4197-ad03-1d9613562ff6.jpg,"낚시,액티비티,커플,체험,레저/체험,수상레저,어트랙션, 낚시,액티비티,커플,현금결제,카드결제,화장실,경보 및 피난시설,아주 어려움",CONT_000000000500075
금붕사,관광지,"구좌읍 하도리에 있는 한국불교 태고종 사찰.
",제주특별자치도 제주시 구좌읍 하도리 994,제주특별자치도 제주시 구좌읍 일주동로 3618-1,33.5011847,126.8887876,064-783-3202,https://api.cdn.visitjeju.net/photomng/imgpath/201812/19/ecd49ba0-3ce0-4967-abc9-fbde3fcf0c85.JPG,"문화유적지, 사찰, 휴식, 절,공용주차장,화장실, 문화유적지,사찰,휴식,절,실내관광지,체험,역사유적,어트랙션",CNTS_200000000008015
플레이박스VR,관광지,싱크로율 99% 고퀄리티의 다양한 VR체험공간,제주특별자치도 제주시 연동 1320,제주특별자치도 제주시 은수길 69,33.47011,126.487595,064-903-2080,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2c487f15-962c-45cf-b3c8-f8b0959c9c3b.jpg,"실내,테마공원,아이,비.눈,흐림,사계절,실내관광지,어린이,어트랙션",CNTS_000000000022726
한남의숙터,관광지,대정지역의 대표적인 3대 의숙 중의 하나로 민족교육을 실시했던 현대교육기관인 한남의숙이 세워졌던 곳,제주특별자치도 서귀포시 대정읍 추사로,제주특별자치도 서귀포시 대정읍 추사로,33.251087,126.27711,064-760-2505,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4be81e47-49e2-46e4-b42c-52756aff70e5.jpg,"문화유적지,공용주차장,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움, 문화유적지,문화관광,역사유적,어트랙션",CONT_000000000500681
지현민박,숙박,하고수동 해수욕장 초입에 있는 민박,제주특별자치도 제주시 우도면 연평리 1199-5,제주특별자치도 제주시 우도면 우도해안길 794,33.5151524,126.9568199,064-783-0217,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d250ad93-9279-4327-a4f0-9eb4810cd10a.jpg,"민박,숙소,농어촌민박,우도,해수욕장, 민박,공용주차장,현금결제,화장실,흡연구역,편의점",CNTS_000000000018527
지삿개풍경,숙박,지삿개 전망이 보이는 펜션,제주특별자치도 서귀포시 대포동 2072-1,제주특별자치도 서귀포시 이어도로 150,33.239758,126.43826,064-738-5353,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d40a2f43-935a-4d60-8864-aa0ed39cbc47.jpg,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움,지오브랜드, 숙소,펜션,휴양펜션,주차장,숲,자연경관,해변,단체여행객,가족",CNTS_000000000019332
제주조이랜드,숙박,"모든 객실이 통나무로된 독채로구성되어있고 전나무를 사용하여 월동에 강하며 나무특유의 향이나며 아토피가 있는 아이들, 새집 증후군때매 고생하는분들에게 추천합니다.",제주특별자치도 제주시 애월읍 애월리 884,제주특별자치도 제주시 애월읍 애원로 116-5,33.4547384,126.3251781,064-727-0691,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8354404e-bcc8-403e-b830-65065d39950e.jpg,"휴식,숙소,휴양펜션,펜션,독채,가족,단체여행객,온돌방,바비큐,교통,해수욕장,자연학습장, 휴식,숙소,휴양펜션,펜션,독채,가족,단체여행객,온돌방,바비큐,교통,해수욕장,자연학습장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019935
고산일과해안도로,관광지,서쪽을 밝히는 노을이 아름다운 해안도로,제주특별자치도 서귀포시 대정읍 영락리 2169,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,33.279945,126.16963,--,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/5bf6063c-5e04-4f94-87f7-439a17a37b11.jpg,"일몰,해변,드라이브,커플,맑음",CNTS_000000000018894
제주카약,관광지,아름다운 제주 해안의 아름다움을 카약으로 만끽하는 제주카약,제주특별자치도 제주시 조천읍 함덕리 207-1,제주특별자치도 제주시 조천읍 평사길 19,33.5437998,126.6739948,064-711-1786,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1c5f024e-0436-4c99-96ac-ee55018d3e1c.jpg,"액티비티,커플,맑음,체험,레저/체험,수상레저,어트랙션, 액티비티,커플,맑음",CNTS_000000000019613
중문리 신사터,관광지,4·3 당시 토벌대에 의해 지역 주민들이 일상적으로 학살 당한 곳,제주특별자치도 서귀포시 중문동 1498,제주특별자치도 서귀포시 천제연로 149,33.499622,126.53119,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d1adbdb1-2632-4c1d-979f-ae374e121bcb.jpg,"4.3,문화유적지, 4.3,문화유적지,문화관광,제주4.3,역사유적,어트랙션",CNTS_000000000022878
효돈에반하다,쇼핑,동문시장 인근 감성가득 제주 기념품숍,제주특별자치도 제주시 일도일동 1167-2,제주특별자치도 제주시 동문로 22,33.5128796,126.5290189,010-2508-0041,https://api.cdn.visitjeju.net/photomng/imgpath/202306/30/e6c7fa9c-9a8b-413b-a018-cced8e2e3f1d.jpg,"잡화, 제주시내, 소품샵, 일도동, 문구류",CNTS_300000000015995
보물섬하이킹,관광지,제주도 자전거여행을 위한 자전거대여 전문점,제주특별자치도 제주시 용담2동 2706-1,제주특별자치도 제주시 용문로14길 14,33.50585,126.510254,010-4582-8240,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/36d6dc6e-ea93-4f96-8cd7-aa11b21f559c.jpg,"액티비티,체험,레저/체험,어트랙션, 액티비티",CNTS_000000000021661
루미수다게스트하우스,숙박,끊임없는 웃음과 수다로 사랑의 인연이 맺어가는 집,제주특별자치도 제주시 이도1동 1789-3,제주특별자치도 제주시 중앙로 192,33.50207,126.527954,010-9752-1144,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3490c301-a48c-4036-b266-d537ea94ba44.jpg,"게스트하우스,숙소,온돌방,조식,공항,민박, 게스트하우스,숙소,온돌방,조식,공항,민박,화장실,무료 WIFI,아주 어려움",CNTS_000000000021041
맬튼개 갯담,관광지,바닷돌을 이용하여 자연스런 겹담 형식으로 둘러쌓고 밀물에 들어왔던 고기떼들이 썰물이 되면 그 안에 갇혀 쉽게 잡을 수 있게 만든 장지,제주특별자치도 제주시 구좌읍 하도리 3314-2,제주특별자치도 제주시 구좌읍 구좌로 142,33.520626,126.865746,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3491fec4-57fb-443e-a06d-b9ff7566e25b.jpg,"커플,아이,부모,친구,휴식/힐링,해변, 커플,아이,부모,친구,휴식/힐링,해변,어린이",CNTS_000000000020155
위트사이다,쇼핑,행복과 귀여움을 판매하는 소품,제주특별자치도 제주시 삼도이동 1011-1,제주특별자치도 제주시 관덕로 7,33.5130363,126.5200576,0507-1357-8611,https://api.cdn.visitjeju.net/photomng/imgpath/202306/30/d8778acb-5a2b-464a-acd7-f67183f6e992.jpg,"소품샵, 잡화, 삼도동, 제주시내",CNTS_300000000015990
볕들이펜션,숙박,성산일출봉 바로 아래에 위치하여 어디에서나 아침에 눈을뜨면 성산일출봉의 경관을 한눈에 볼수 있게 건축된 볕들이 펜션,제주특별자치도 서귀포시 성산읍 성산리 125-2,제주특별자치도 서귀포시 성산읍 일출로 284-4,33.4627122,126.9351852,010-3408-6767,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0ebbb0af-6df3-4506-ae8b-7960a0b50f5a.jpg,"숙박,펜션,휴양펜션,숙소,민박,공공와이파이존,자연경관,공용주차장,현금결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움, 숙박,펜션,휴양펜션,숙소,민박,공공와이파이존,자연경관",CONT_000000000500903
1915 지오하우스,숙박,100년의 역사를 함께한 지질 테마 하우스,제주특별자치도 서귀포시 성산읍 성산리 235-2,제주특별자치도 서귀포시 성산읍 성산등용로 14,33.465214,126.93313,010-3691-8166,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1987d165-ed6c-4ba4-956c-00d5f93eb56e.jpg,"휴식,숙소,민박,고향민박,게스트하우스,지질트레일,체험,공용주차장,현금결제,화장실,흡연구역,지오브랜드, 휴식,숙소,민박,고향민박,게스트하우스,지질트레일,체험",CNTS_000000000019340
월대천,관광지,제주 도심 속 시원한 용천수가 흐르는 곳,제주특별자치도 제주시 외도2동 232-1,제주특별자치도 제주시 월대6길 5,33.4935086,126.4360616,064-728-4891,https://api.cdn.visitjeju.net/photomng/imgpath/201807/11/6f93e824-34f9-4c29-b09b-f4127cc60771.JPG,"아이,휴식/힐링,여름,자연경관,어린이, 아이,휴식/힐링,여름,자연경관,어린이,실외",CONT_000000000500492
김서프제주,관광지,제주도에서 가장 아름다운 중문색달해변에서 진행되는 서핑강습! ,제주특별자치도 서귀포시 색달동 1992,제주특별자치도 서귀포시 색달로81번길 39,33.2486522,126.4124374,064-739-6355,https://api.cdn.visitjeju.net/photomng/imgpath/202005/26/2be55847-c683-4894-ad33-f60807a4a415.jpeg,"해양스포츠,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,카드결제,현금결제,네이버예약, 중문, 네이버 스마트스토어,영어,,어려움,실외,중,,2~3시간, 서핑,중문,해양스포츠,체험,수상레저,레저/체험,어트랙션, 서핑",CNTS_200000000010193
토끼섬,관광지,우리나라 유일의 문주란 자생지,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 하도리,33.52437537,126.9028256959,064-710-6656,https://api.cdn.visitjeju.net/photomng/imgpath/201907/29/5788e7d5-12fe-4453-a152-79f7aa7841a4.jpg,"도보,휴식,부모,친구,커플,혼자,안개/흐림,맑음,봄,여름,가을,겨울,중/장년,청년,노년,자연경관,섬속의섬",CONT_000000000500652
블랙샌즈호텔,숙박,삼양 검은모래 해변이 가까이에 있는 호텔,제주특별자치도 제주시 삼양이동 2140-1,제주특별자치도 제주시 선사로 8,33.5219994,126.587389,064-740-0888,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/868916d9-b150-44f9-a48d-cad01c638d53.jpg,"호텔,숙소,공공와이파이존,주차장,환전,연회장,해수욕장,관광호텔,무장애관광, 호텔,숙소,공공와이파이존,주차장,환전,연회장,해수욕장,관광호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,어려움",CNTS_000000000018181
서프서프,관광지,입문자에게 딱 맞는 월정 서핑체험,제주특별자치도 제주시 구좌읍 월정리 4-1,제주특별자치도 제주시 구좌읍 해맞이해안로 468,33.5553336,126.7966229,0507-1366-3987,https://api.cdn.visitjeju.net/photomng/imgpath/202306/19/c539f1dd-755f-46cc-aaa3-edcf84775884.jpg,"구좌읍, 이색체험, 월정리, 서핑, 이색체험,실외,중,3시간 이상",CNTS_300000000015874
예촌민박,숙박,"<소박한 제주의 모습, 따스한 정원>",서귀포시 남원읍 신례리 828-8,서귀포시 남원읍 중산간동로 7126,33.283665,126.6312,010-3119-3497,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b258daa2-028e-479e-b62a-10c59e8c1cf4.jpg,"숙소,민박,농어촌민박,고향민박,자연경관,자연학습장,힐링,반려동물동반_숙소,반려동물동반입장,반려동물",CNTS_000000000022248
